區名,里名,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數,
北投區,稻香里,1585,1380653,871,629,366,1049,982.39,112.78,
北投區,中央里,2824,2927350,1037,655,363,1243,1400.77,135.13,
北投區,溫泉里,2258,2224680,985,641,363,1201,1191.90,120.97,
北投區,立賢里,1790,1649556,922,625,352,1200,956.89,103.84,
北投區,中心里,2104,2282949,1085,641,350,1275,2025.15,186.64,
北投區,智仁里,1882,1621472,862,646,381,1097,751.19,87.19,
北投區,吉利里,2205,2268409,1029,703,395,1327,1159.25,112.68,
北投區,尊賢里,1536,1419224,924,652,374,1175,975.73,105.60,
北投區,東華里,1479,1524558,1031,683,377,1296,1165.23,113.04,
北投區,吉慶里,1683,1690728,1005,704,388,1271,1146.91,114.17,
北投區,中庸里,1391,1261188,907,598,343,1079,1604.95,177.01,
北投區,秀山里,1004,834544,831,596,351,1047,839.55,101.00,
北投區,建民里,1366,1549323,1134,683,384,1323,1630.51,143.76,
北投區,榮光里,2281,2192620,961,689,382,1211,1030.64,107.22,
北投區,裕民里,2661,3346108,1257,731,394,1390,1986.17,157.95,
北投區,振華里,2713,2964259,1093,697,372,1365,1482.21,135.66,
北投區,榮華里,2749,4343752,1580,807,419,1610,6459.57,408.80,
北投區,豐年里,1391,1121646,806,579,344,1061,736.07,91.28,
北投區,林泉里,1025,980746,957,635,361,1150,1774.52,185.46,
北投區,永明里,1571,1825322,1162,759,434,1430,1450.03,124.80,
北投區,文林里,1491,1654970,1110,702,387,1332,1544.65,139.16,
北投區,大屯里,348,552738,1588,570,356,1031,6782.11,427.00,
北投區,湖田里,254,281815,1110,567,320,1152,3084.22,277.98,
信義區,松友里,2304,2256729,979,692,401,1246,969.37,98.97,
信義區,六藝里,1171,1106371,945,681,378,1183,1118.59,118.39,
信義區,中興里,1293,1530469,1184,711,354,1439,1592.98,134.58,
信義區,永吉里,990,765834,774,571,333,970,828.67,107.12,
信義區,敦厚里,1993,2187307,1097,735,387,1409,1292.23,117.74,
信義區,大道里,2213,2176592,984,643,381,1224,1080.74,109.88,
信義區,安康里,3796,14643157,3858,974,472,2075,32796.85,850.20,
信義區,嘉興里,1206,1157900,960,645,364,1151,1210.58,126.09,
信義區,五全里,1749,1817910,1039,633,360,1189,2290.06,220.32,
信義區,新仁里,1263,1569354,1243,822,421,1600,1459.84,117.49,
信義區,正和里,1707,2316530,1357,777,386,1602,2269.57,167.24,
信義區,惠安里,2208,2134035,967,685,382,1210,1050.17,108.66,
信義區,三犁里,1904,3839090,2016,779,411,1610,7202.33,357.20,
信義區,六合里,2431,3597178,1480,739,395,1502,5781.32,390.71,
信義區,泰和里,2583,2380456,922,633,365,1123,1015.75,110.22,
信義區,西村里,1679,1749565,1042,709,369,1338,1182.99,113.53,
信義區,興隆里,1005,5247534,5221,781,401,1737,90476.41,1732.79,
信義區,景新里,1834,4948080,2698,808,414,1711,14104.93,522.80,
信義區,景聯里,1680,1795070,1068,716,369,1333,1180.29,110.46,
信義區,景勤里,1336,1276269,955,672,375,1211,1000.80,104.76,
信義區,黎順里,1431,1453556,1016,657,373,1274,1143.38,112.56,
信義區,黎平里,2541,2621750,1032,722,391,1303,1079.80,104.65,
信義區,黎忠里,1613,1511400,937,662,398,1146,1044.46,111.47,
信義區,松隆里,674,516126,766,562,343,971,712.88,93.09,
信義區,中坡里,1555,1463966,941,618,351,1148,1710.23,181.66,
信義區,永春里,1601,1436611,897,636,374,1115,961.55,107.16,
信義區,富臺里,1533,1782718,1163,754,395,1404,1529.81,131.55,
信義區,長春里,1275,1097884,861,618,354,1074,883.03,102.55,
信義區,五常里,1295,1353754,1045,678,373,1226,1506.97,144.16,
信義區,四維里,1864,1971187,1058,663,373,1260,1497.26,141.58,
信義區,雅祥里,1647,1726867,1048,687,386,1231,1628.81,155.35,
信義區,興雅里,2080,2247102,1080,715,378,1322,1565.97,144.95,
信義區,廣居里,2797,3436949,1229,790,412,1546,1584.44,128.94,
信義區,中行里,2604,2284521,877,626,371,1083,1186.17,135.20,
信義區,四育里,1907,1763344,925,655,371,1210,954.31,103.21,
信義區,國業里,2546,3096759,1216,772,414,1511,1651.41,135.77,
信義區,松光里,1785,1780780,998,683,391,1253,1046.39,104.89,
信義區,大仁里,1321,1125716,852,603,353,1114,803.79,94.32,
信義區,雙和里,2457,2506335,1020,701,384,1254,1109.27,108.74,
信義區,黎安里,452,334112,739,513,321,877,776.47,105.04,
信義區,三張里,3105,4023747,1296,698,365,1327,4441.49,342.74,
